PMP,INDICE DE MANTENIMIENTO,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,Inicio,Fín,FP,ESTADO,OBSERVACIONES
2026-1,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASEB-0021,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASEB-0022,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASJM-0025,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASLK-6046,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASLK-6048,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,0,PABELLÓN CENTRAL,Electrobisturí - ligasure,Covidien - Valleylab,LS10,L15D0560GX,,1,COMODATO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,0,PABELLÓN CENTRAL,Electrobisturí - ligasure,Covidien - Valleylab,LS10,L15F1647GX,,1,COMODATO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Facoemulsificador,CARL ZEISS,Quatera 700,6407100548,,2,GARANTIA,Megalabs,13-01-2023,13-01-2026,04. ABRIL,1. PENDIENTE,
2026-1,15,CDT - POLICLINICO DE OFTALMOLOGIA,Lámpara de Hendidura,Topcom,SL-2ED,1228082,,1,COMPRA DE SERVICIO,DAPE,,,04. ABRIL,1. PENDIENTE,
2026-1,15,CDT - POLICLINICO DE OFTALMOLOGIA,Lámpara de Hendidura,Topcom,SL-5D,503221,,1,COMPRA DE SERVICIO,DAPE,,,04. ABRIL,1. PENDIENTE,
2026-1,15,CDT - POLICLINICO DE OFTALMOLOGIA,Lámpara de Hendidura,NIDEK,SL 1600,50603,,1,COMPRA DE SERVICIO,DAPE,,,04. ABRIL,1. PENDIENTE,
2026-1,15,CDT - POLICLINICO DE OFTALMOLOGIA,Lámpara de Hendidura,Topcom,SL-D8Z,805229,,1,COMPRA DE SERVICIO,DAPE,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,FT10,T3G66399DX,IM034-23,1,GARANTIA,MEDTRONIC,18-12-2023,18-12-2025,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,FT10,T3G66415DX,IM035-23,1,GARANTIA,MEDTRONIC,18-12-2023,18-12-2025,04. ABRIL,1. PENDIENTE,
2026-1,18,INGENIERIA CLINICA Y EQUIPOS MEDICOS,Unidad Electroquirúrgica (Electrobisturí),Valleylab,Force 2,F0H001012,IM031-23(D),1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,Force FX,F1H68684AX,IM032-23(D),1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,Force FX,F1J68890AX,IM033-23(D),1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,Force FX,F6F76032AX,IM029-18,1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,FORCE FX8C,F6K50461A,IM024-17,1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,FORCE FX8C,S2F05208AX,IM023-17,1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,FORCE FX8C,S2F05209AX,IM026-12,1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,FORCE FX8C,S2F05210AX,IM028-17,1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,18,PABELLÓN CENTRAL,Unidad Electroquirúrgica (Electrobisturí),Valleylab,SurgiStat ll,VL4807012,IM038-08,1,COMPRA DE SERVICIO,MEDTRONIC,,,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASDN-0369,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASLK-0027,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASLK-0028,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARXM-0020,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARXM-0764,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARZM-0015,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASBK-0386,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0122,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0123,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0124,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0125,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASJM-0065,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARXM-0417,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARXM-0500,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARYA-0202,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARYA-0207,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,D-VAPOR 3000,ASEA-1107,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASEB-0388,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASEB-0434,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASLK-0151,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2026-1,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASLK-0152,,2,CONVENIO,Drager,03-08-2023,03-08-2025,04. ABRIL,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023512,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344185,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344186,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344187,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344188,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344190,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346152,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346873,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346874,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346875,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346883,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346885,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346886,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346887,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346888,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346889,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346890,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346897,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346898,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346899,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346916,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346941,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346971,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,4. EJECUTADO,
2025-2,12,PABELLÓN CENTRAL,Cuna de Procedimiento,GE Healthcare,1502,G21803838,IM118-00,2,CONVENIO,PV EQUIP,,,11. NOVIEMBRE,1. PENDIENTE,
2026-2,12,PABELLÓN CENTRAL,Cuna de Procedimiento,GE Healthcare,1502,G21803838,IM118-00,2,CONVENIO,PV EQUIP,,,11. NOVIEMBRE,1. PENDIENTE,
2025-1,12,NEONATOLOGIA,Cuna de Procedimiento,GE Healthcare,1502,G21803847,IM119-00,2,CONVENIO,PV EQUIP,,,05. MAYO,4. EJECUTADO,
2025-1,13,PABELLÓN CENTRAL,Electrocardiógrafo,Mindray,Beneheart R12,FN-22032778,IM098-23,1,GARANTIA,ARQUIMED,04-04-2023,04-06-2027,05. MAYO,4. EJECUTADO,
2025-1,12,CDT - POLICLINICO DE NEUROLOGIA,Electroencefalógrafo,NIHON KOHDEN,EEG-1200K,4252,IM101-19,1,COMPRA DE SERVICIO,Bluemedical,20-05-2025,20-05-2025,05. MAYO,4. EJECUTADO,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023512,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344185,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344186,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344187,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344188,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344190,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346152,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346873,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346874,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346875,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346883,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346885,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346886,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346887,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346888,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346889,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346890,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346897,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346898,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346899,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346916,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346941,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346971,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,05. MAYO,1. PENDIENTE,
2026-1,12,NEONATOLOGIA,Cuna de Procedimiento,GE Healthcare,1502,G21803847,IM119-00,2,CONVENIO,PV EQUIP,,,05. MAYO,1. PENDIENTE,
2025-2,12,NEONATOLOGIA,Cuna de Procedimiento,GE Healthcare,1502,G21803847,IM119-00,2,CONVENIO,PV EQUIP,,,11. NOVIEMBRE,1. PENDIENTE,
2026-2,12,NEONATOLOGIA,Cuna de Procedimiento,GE Healthcare,1502,G21803847,IM119-00,2,CONVENIO,PV EQUIP,,,11. NOVIEMBRE,1. PENDIENTE,
2026-1,13,PABELLÓN CENTRAL,Electrocardiógrafo,Mindray,Beneheart R12,FN-22032778,IM098-23,1,GARANTIA,ARQUIMED,04-04-2023,04-06-2027,05. MAYO,1. PENDIENTE,
2026-1,12,CDT - POLICLINICO DE NEUROLOGIA,Electroencefalógrafo,NIHON KOHDEN,EEG-1200K,4252,IM101-19,1,COMPRA DE SERVICIO,Bluemedical,,,05. MAYO,1. PENDIENTE,
2025-1,15,NEONATOLOGIA,Base Humidificadora,Fisher & Paykel,MR850ALU,110818117847,,1,COMPRA DE SERVICIO,MEDIPLEX,,,06. JUNIO,4. EJECUTADO,
2025-1,15,NEONATOLOGIA,Base Humidificadora,Fisher & Paykel,MR850ALU,110907119360,,1,COMPRA DE SERVICIO,MEDIPLEX,,,06. JUNIO,4. EJECUTADO,
2025-1,15,NEONATOLOGIA,Base Humidificadora,Fisher & Paykel,MR850ALU,111008121806,,1,COMPRA DE SERVICIO,MEDIPLEX,,,06. JUNIO,4. EJECUTADO,
2025-1,15,NEONATOLOGIA,Base Humidificadora,Fisher & Paykel,MR850ALU,200719454472,,1,COMPRA DE SERVICIO,MEDIPLEX,,,06. JUNIO,4. EJECUTADO,
2025-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133114,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133260,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,NEONATOLOGIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133282,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133307,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,URGENCIA ADULTO/PEDIÁTRICO,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133337,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137725,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137743,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137756,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137853,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137921,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138593,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138674,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138680,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138682,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138712,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138712,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138722,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138722,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,URGENCIA ADULTO/PEDIÁTRICO,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138745,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138754,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
